layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1147,0,1,40559
input_layernorm,1147,0,1,99918
q_proj,1147,0,1,164672
k_proj,1147,0,1,30655
rope,1147,0,1,169759
post_layernorm,1147,0,1,101102
gate_proj,1147,0,1,896
up_proj,1147,0,1,975
act_fn,1147,0,1,95231
final_layernorm,1147,0,1,100753
lm_head,1147,0,1,736
embedding,1148,0,1,40655
input_layernorm,1148,0,1,99998
q_proj,1148,0,1,165214
k_proj,1148,0,1,30272
rope,1148,0,1,171040
post_layernorm,1148,0,1,100863
gate_proj,1148,0,1,752
up_proj,1148,0,1,880
act_fn,1148,0,1,94863
final_layernorm,1148,0,1,100817
lm_head,1148,0,1,736
embedding,1149,0,1,40927
input_layernorm,1149,0,1,101471
q_proj,1149,0,1,167407
k_proj,1149,0,1,30911
rope,1149,0,1,174735
post_layernorm,1149,0,1,102271
gate_proj,1149,0,1,752
up_proj,1149,0,1,992
act_fn,1149,0,1,94991
final_layernorm,1149,0,1,101697
lm_head,1149,0,1,736
embedding,1150,0,1,40176
input_layernorm,1150,0,1,100094
q_proj,1150,0,1,164990
k_proj,1150,0,1,31087
rope,1150,0,1,168846
post_layernorm,1150,0,1,100831
gate_proj,1150,0,1,736
up_proj,1150,0,1,1040
act_fn,1150,0,1,95295
final_layernorm,1150,0,1,101120
lm_head,1150,0,1,736
embedding,1151,0,1,42159
input_layernorm,1151,0,1,103328
q_proj,1151,0,1,169263
k_proj,1151,0,1,31551
rope,1151,0,1,178799
post_layernorm,1151,0,1,103711
gate_proj,1151,0,1,736
up_proj,1151,0,1,992
act_fn,1151,0,1,95263
final_layernorm,1151,0,1,102640
lm_head,1151,0,1,736
embedding,1152,0,1,42944
input_layernorm,1152,0,1,103696
q_proj,1152,0,1,171037
k_proj,1152,0,1,31023
rope,1152,0,1,182447
post_layernorm,1152,0,1,103696
gate_proj,1152,0,1,736
up_proj,1152,0,1,1008
act_fn,1152,0,1,95647
final_layernorm,1152,0,1,104047
lm_head,1152,0,1,736
embedding,1153,0,1,39792
input_layernorm,1153,0,1,100062
q_proj,1153,0,1,163679
k_proj,1153,0,1,29664
rope,1153,0,1,168655
post_layernorm,1153,0,1,100656
gate_proj,1153,0,1,736
up_proj,1153,0,1,880
act_fn,1153,0,1,94511
final_layernorm,1153,0,1,100800
lm_head,1153,0,1,736
embedding,1154,0,1,40544
input_layernorm,1154,0,1,101438
q_proj,1154,0,1,165454
k_proj,1154,0,1,29983
rope,1154,0,1,171582
post_layernorm,1154,0,1,101280
gate_proj,1154,0,1,880
up_proj,1154,0,1,879
act_fn,1154,0,1,94719
final_layernorm,1154,0,1,101840
lm_head,1154,0,1,736
embedding,1155,0,1,40991
input_layernorm,1155,0,1,102526
q_proj,1155,0,1,167423
k_proj,1155,0,1,30785
rope,1155,0,1,174654
post_layernorm,1155,0,1,102625
gate_proj,1155,0,1,1040
up_proj,1155,0,1,736
act_fn,1155,0,1,94735
final_layernorm,1155,0,1,102814
lm_head,1155,0,1,736
embedding,1156,0,1,42175
input_layernorm,1156,0,1,103726
q_proj,1156,0,1,168400
k_proj,1156,0,1,31232
rope,1156,0,1,180366
post_layernorm,1156,0,1,104224
gate_proj,1156,0,1,976
up_proj,1156,0,1,1008
act_fn,1156,0,1,95135
final_layernorm,1156,0,1,103888
lm_head,1156,0,1,736
embedding,1157,0,1,40255
input_layernorm,1157,0,1,100782
q_proj,1157,0,1,164831
k_proj,1157,0,1,29854
rope,1157,0,1,170718
post_layernorm,1157,0,1,101983
gate_proj,1157,0,1,992
up_proj,1157,0,1,1024
act_fn,1157,0,1,94847
final_layernorm,1157,0,1,101104
lm_head,1157,0,1,736
embedding,1158,0,1,42816
input_layernorm,1158,0,1,104736
q_proj,1158,0,1,170175
k_proj,1158,0,1,31168
rope,1158,0,1,182285
post_layernorm,1158,0,1,105296
gate_proj,1158,0,1,1024
up_proj,1158,0,1,880
act_fn,1158,0,1,95023
final_layernorm,1158,0,1,104831
lm_head,1158,0,1,736
embedding,1159,0,1,41264
input_layernorm,1159,0,1,102718
q_proj,1159,0,1,166558
k_proj,1159,0,1,30496
rope,1159,0,1,176303
post_layernorm,1159,0,1,102912
gate_proj,1159,0,1,880
up_proj,1159,0,1,1024
act_fn,1159,0,1,94688
final_layernorm,1159,0,1,102222
lm_head,1159,0,1,736
embedding,1160,0,1,40928
input_layernorm,1160,0,1,102320
q_proj,1160,0,1,166925
k_proj,1160,0,1,30273
rope,1160,0,1,174543
post_layernorm,1160,0,1,102720
gate_proj,1160,0,1,737
up_proj,1160,0,1,1024
act_fn,1160,0,1,94943
final_layernorm,1160,0,1,102431
lm_head,1160,0,1,736
embedding,1161,0,1,41232
input_layernorm,1161,0,1,101647
q_proj,1161,0,1,165695
k_proj,1161,0,1,30096
rope,1161,0,1,172463
post_layernorm,1161,0,1,101792
gate_proj,1161,0,1,736
up_proj,1161,0,1,736
act_fn,1161,0,1,95743
final_layernorm,1161,0,1,101903
lm_head,1161,0,1,736
embedding,1162,0,1,42687
input_layernorm,1162,0,1,103376
q_proj,1162,0,1,169150
k_proj,1162,0,1,30976
rope,1162,0,1,178607
post_layernorm,1162,0,1,103296
gate_proj,1162,0,1,864
up_proj,1162,0,1,992
act_fn,1162,0,1,96127
final_layernorm,1162,0,1,103311
lm_head,1162,0,1,736
embedding,1163,0,1,41551
input_layernorm,1163,0,1,102000
q_proj,1163,0,1,166432
k_proj,1163,0,1,30255
rope,1163,0,1,173215
post_layernorm,1163,0,1,102063
gate_proj,1163,0,1,976
up_proj,1163,0,1,880
act_fn,1163,0,1,95967
final_layernorm,1163,0,1,101889
lm_head,1163,0,1,736
embedding,1164,0,1,43279
input_layernorm,1164,0,1,105519
q_proj,1164,0,1,171215
k_proj,1164,0,1,31184
rope,1164,0,1,182494
post_layernorm,1164,0,1,105167
gate_proj,1164,0,1,736
up_proj,1164,0,1,1024
act_fn,1164,0,1,96206
final_layernorm,1164,0,1,104561
lm_head,1164,0,1,736
embedding,1165,0,1,44656
input_layernorm,1165,0,1,106798
q_proj,1165,0,1,172912
k_proj,1165,0,1,31776
rope,1165,0,1,186366
post_layernorm,1165,0,1,105710
gate_proj,1165,0,1,1024
up_proj,1165,0,1,1007
act_fn,1165,0,1,96431
final_layernorm,1165,0,1,105599
lm_head,1165,0,1,736
embedding,1166,0,1,41375
input_layernorm,1166,0,1,101885
q_proj,1166,0,1,167231
k_proj,1166,0,1,30048
rope,1166,0,1,173086
post_layernorm,1166,0,1,102399
gate_proj,1166,0,1,1088
up_proj,1166,0,1,752
act_fn,1166,0,1,96128
final_layernorm,1166,0,1,102320
lm_head,1166,0,1,736
embedding,1167,0,1,42192
input_layernorm,1167,0,1,102799
q_proj,1167,0,1,168704
k_proj,1167,0,1,30512
rope,1167,0,1,176350
post_layernorm,1167,0,1,104287
gate_proj,1167,0,1,1008
up_proj,1167,0,1,752
act_fn,1167,0,1,96591
final_layernorm,1167,0,1,103438
lm_head,1167,0,1,735
embedding,1168,0,1,42560
input_layernorm,1168,0,1,102959
q_proj,1168,0,1,168574
k_proj,1168,0,1,30544
rope,1168,0,1,177264
post_layernorm,1168,0,1,103647
gate_proj,1168,0,1,879
up_proj,1168,0,1,752
act_fn,1168,0,1,96208
final_layernorm,1168,0,1,103790
lm_head,1168,0,1,736
embedding,1169,0,1,42367
input_layernorm,1169,0,1,104177
q_proj,1169,0,1,169631
k_proj,1169,0,1,30737
rope,1169,0,1,178190
post_layernorm,1169,0,1,104110
gate_proj,1169,0,1,1040
up_proj,1169,0,1,736
act_fn,1169,0,1,96320
final_layernorm,1169,0,1,103967
lm_head,1169,0,1,736
embedding,1170,0,1,42784
input_layernorm,1170,0,1,105022
q_proj,1170,0,1,170510
k_proj,1170,0,1,31152
rope,1170,0,1,179999
post_layernorm,1170,0,1,105071
gate_proj,1170,0,1,1024
up_proj,1170,0,1,767
act_fn,1170,0,1,96575
final_layernorm,1170,0,1,104638
lm_head,1170,0,1,736
embedding,1171,0,1,41104
input_layernorm,1171,0,1,101839
q_proj,1171,0,1,167086
k_proj,1171,0,1,30000
rope,1171,0,1,172015
post_layernorm,1171,0,1,102352
gate_proj,1171,0,1,1055
up_proj,1171,0,1,752
act_fn,1171,0,1,96544
final_layernorm,1171,0,1,102303
lm_head,1171,0,1,736
embedding,1172,0,1,43120
input_layernorm,1172,0,1,104801
q_proj,1172,0,1,170846
k_proj,1172,0,1,31023
rope,1172,0,1,181998
post_layernorm,1172,0,1,105281
gate_proj,1172,0,1,736
up_proj,1172,0,1,1024
act_fn,1172,0,1,96751
final_layernorm,1172,0,1,104589
lm_head,1172,0,1,736
embedding,1173,0,1,41344
input_layernorm,1173,0,1,102558
q_proj,1173,0,1,167695
k_proj,1173,0,1,30208
rope,1173,0,1,174015
post_layernorm,1173,0,1,102877
gate_proj,1173,0,1,1008
up_proj,1173,0,1,1024
act_fn,1173,0,1,96911
final_layernorm,1173,0,1,102513
lm_head,1173,0,1,736
embedding,1174,0,1,43215
input_layernorm,1174,0,1,105567
q_proj,1174,0,1,172159
k_proj,1174,0,1,31376
rope,1174,0,1,183040
post_layernorm,1174,0,1,105823
gate_proj,1174,0,1,1007
up_proj,1174,0,1,736
act_fn,1174,0,1,96766
final_layernorm,1174,0,1,105598
lm_head,1174,0,1,736
embedding,1175,0,1,41679
input_layernorm,1175,0,1,102496
q_proj,1175,0,1,168367
k_proj,1175,0,1,30192
rope,1175,0,1,172991
post_layernorm,1175,0,1,102976
gate_proj,1175,0,1,879
up_proj,1175,0,1,1023
act_fn,1175,0,1,97056
final_layernorm,1175,0,1,103039
lm_head,1175,0,1,736
embedding,1176,0,1,41327
input_layernorm,1176,0,1,102784
q_proj,1176,0,1,168399
k_proj,1176,0,1,30383
rope,1176,0,1,175342
post_layernorm,1176,0,1,102799
gate_proj,1176,0,1,736
up_proj,1176,0,1,992
act_fn,1176,0,1,96784
final_layernorm,1176,0,1,103072
lm_head,1176,0,1,736
embedding,1177,0,1,41535
input_layernorm,1177,0,1,102895
q_proj,1177,0,1,168622
k_proj,1177,0,1,30192
rope,1177,0,1,174078
post_layernorm,1177,0,1,103152
gate_proj,1177,0,1,1024
up_proj,1177,0,1,879
act_fn,1177,0,1,97279
final_layernorm,1177,0,1,103390
lm_head,1177,0,1,736
embedding,1178,0,1,42080
input_layernorm,1178,0,1,104687
q_proj,1178,0,1,171135
k_proj,1178,0,1,30894
rope,1178,0,1,179774
post_layernorm,1178,0,1,104688
gate_proj,1178,0,1,1024
up_proj,1178,0,1,736
act_fn,1178,0,1,97343
final_layernorm,1178,0,1,104287
lm_head,1178,0,1,736
embedding,1179,0,1,41040
input_layernorm,1179,0,1,102559
q_proj,1179,0,1,168750
k_proj,1179,0,1,30016
rope,1179,0,1,174302
post_layernorm,1179,0,1,103263
gate_proj,1179,0,1,1008
up_proj,1179,0,1,975
act_fn,1179,0,1,97392
final_layernorm,1179,0,1,103744
lm_head,1179,0,1,736
embedding,1180,0,1,43199
input_layernorm,1180,0,1,105934
q_proj,1180,0,1,172542
k_proj,1180,0,1,31214
rope,1180,0,1,183053
post_layernorm,1180,0,1,105981
gate_proj,1180,0,1,799
up_proj,1180,0,1,752
act_fn,1180,0,1,97311
final_layernorm,1180,0,1,105471
lm_head,1180,0,1,736
embedding,1181,0,1,41600
input_layernorm,1181,0,1,103631
q_proj,1181,0,1,169405
k_proj,1181,0,1,30256
rope,1181,0,1,174832
post_layernorm,1181,0,1,103726
gate_proj,1181,0,1,1040
up_proj,1181,0,1,752
act_fn,1181,0,1,97456
final_layernorm,1181,0,1,103534
lm_head,1181,0,1,736
embedding,1182,0,1,41903
input_layernorm,1182,0,1,104016
q_proj,1182,0,1,170159
k_proj,1182,0,1,30305
rope,1182,0,1,176287
post_layernorm,1182,0,1,104416
gate_proj,1182,0,1,736
up_proj,1182,0,1,1024
act_fn,1182,0,1,97439
final_layernorm,1182,0,1,104173
lm_head,1182,0,1,736
embedding,1183,0,1,43568
input_layernorm,1183,0,1,106431
q_proj,1183,0,1,172798
k_proj,1183,0,1,31136
rope,1183,0,1,182255
post_layernorm,1183,0,1,105984
gate_proj,1183,0,1,1008
up_proj,1183,0,1,879
act_fn,1183,0,1,98304
final_layernorm,1183,0,1,105997
lm_head,1183,0,1,736
embedding,1184,0,1,43552
input_layernorm,1184,0,1,106175
q_proj,1184,0,1,174591
k_proj,1184,0,1,31727
rope,1184,0,1,184991
post_layernorm,1184,0,1,106720
gate_proj,1184,0,1,1024
up_proj,1184,0,1,992
act_fn,1184,0,1,96494
final_layernorm,1184,0,1,107277
lm_head,1184,0,1,736
embedding,1185,0,1,41936
input_layernorm,1185,0,1,104735
q_proj,1185,0,1,170398
k_proj,1185,0,1,30592
rope,1185,0,1,177662
post_layernorm,1185,0,1,103807
gate_proj,1185,0,1,736
up_proj,1185,0,1,1024
act_fn,1185,0,1,97824
final_layernorm,1185,0,1,104240
lm_head,1185,0,1,736
embedding,1186,0,1,43215
input_layernorm,1186,0,1,106207
q_proj,1186,0,1,173742
k_proj,1186,0,1,31405
rope,1186,0,1,184015
post_layernorm,1186,0,1,106944
gate_proj,1186,0,1,992
up_proj,1186,0,1,879
act_fn,1186,0,1,98207
final_layernorm,1186,0,1,106815
lm_head,1186,0,1,736
embedding,1187,0,1,41968
input_layernorm,1187,0,1,103870
q_proj,1187,0,1,170702
k_proj,1187,0,1,30801
rope,1187,0,1,177247
post_layernorm,1187,0,1,104992
gate_proj,1187,0,1,1024
up_proj,1187,0,1,1008
act_fn,1187,0,1,98479
final_layernorm,1187,0,1,104960
lm_head,1187,0,1,736
embedding,1188,0,1,42464
input_layernorm,1188,0,1,104703
q_proj,1188,0,1,170719
k_proj,1188,0,1,30608
rope,1188,0,1,176078
post_layernorm,1188,0,1,104638
gate_proj,1188,0,1,736
up_proj,1188,0,1,1024
act_fn,1188,0,1,98430
final_layernorm,1188,0,1,104560
lm_head,1188,0,1,736
embedding,1189,0,1,42704
input_layernorm,1189,0,1,105455
q_proj,1189,0,1,172365
k_proj,1189,0,1,30928
rope,1189,0,1,179775
post_layernorm,1189,0,1,105470
gate_proj,1189,0,1,1152
up_proj,1189,0,1,768
act_fn,1189,0,1,98528
final_layernorm,1189,0,1,105232
lm_head,1189,0,1,736
embedding,1190,0,1,42863
input_layernorm,1190,0,1,105566
q_proj,1190,0,1,172160
k_proj,1190,0,1,30862
rope,1190,0,1,179919
post_layernorm,1190,0,1,105839
gate_proj,1190,0,1,992
up_proj,1190,0,1,736
act_fn,1190,0,1,98688
final_layernorm,1190,0,1,105840
lm_head,1190,0,1,736
embedding,1191,0,1,43023
input_layernorm,1191,0,1,105887
q_proj,1191,0,1,173086
k_proj,1191,0,1,30782
rope,1191,0,1,180336
post_layernorm,1191,0,1,105359
gate_proj,1191,0,1,1024
up_proj,1191,0,1,879
act_fn,1191,0,1,98607
final_layernorm,1191,0,1,106896
lm_head,1191,0,1,736
embedding,1192,0,1,42256
input_layernorm,1192,0,1,104046
q_proj,1192,0,1,171279
k_proj,1192,0,1,30462
rope,1192,0,1,177710
post_layernorm,1192,0,1,104270
gate_proj,1192,0,1,1008
up_proj,1192,0,1,768
act_fn,1192,0,1,98911
final_layernorm,1192,0,1,103728
lm_head,1192,0,1,736
embedding,1193,0,1,42191
input_layernorm,1193,0,1,104126
q_proj,1193,0,1,171390
k_proj,1193,0,1,30415
rope,1193,0,1,176766
post_layernorm,1193,0,1,104543
gate_proj,1193,0,1,992
up_proj,1193,0,1,896
act_fn,1193,0,1,98751
final_layernorm,1193,0,1,104080
lm_head,1193,0,1,736
embedding,1194,0,1,44784
input_layernorm,1194,0,1,107903
q_proj,1194,0,1,176543
k_proj,1194,0,1,31919
rope,1194,0,1,190191
post_layernorm,1194,0,1,109232
gate_proj,1194,0,1,1008
up_proj,1194,0,1,736
act_fn,1194,0,1,99151
final_layernorm,1194,0,1,107599
lm_head,1194,0,1,736
embedding,1195,0,1,41936
input_layernorm,1195,0,1,104096
q_proj,1195,0,1,171279
k_proj,1195,0,1,30497
rope,1195,0,1,175983
post_layernorm,1195,0,1,104175
gate_proj,1195,0,1,1008
up_proj,1195,0,1,1008
act_fn,1195,0,1,99135
final_layernorm,1195,0,1,103983
lm_head,1195,0,1,736
embedding,1196,0,1,44719
input_layernorm,1196,0,1,108351
q_proj,1196,0,1,176958
k_proj,1196,0,1,31712
rope,1196,0,1,188127
post_layernorm,1196,0,1,107902
gate_proj,1196,0,1,879
up_proj,1196,0,1,864
act_fn,1196,0,1,99231
final_layernorm,1196,0,1,107376
lm_head,1196,0,1,736
embedding,1197,0,1,42704
input_layernorm,1197,0,1,104687
q_proj,1197,0,1,172159
k_proj,1197,0,1,31039
rope,1197,0,1,177247
post_layernorm,1197,0,1,105311
gate_proj,1197,0,1,1024
up_proj,1197,0,1,1024
act_fn,1197,0,1,99471
final_layernorm,1197,0,1,104574
lm_head,1197,0,1,736
embedding,1198,0,1,42672
input_layernorm,1198,0,1,106096
q_proj,1198,0,1,173296
k_proj,1198,0,1,31311
rope,1198,0,1,181486
post_layernorm,1198,0,1,106030
gate_proj,1198,0,1,992
up_proj,1198,0,1,864
act_fn,1198,0,1,99152
final_layernorm,1198,0,1,106095
lm_head,1198,0,1,736
embedding,1199,0,1,44543
input_layernorm,1199,0,1,108894
q_proj,1199,0,1,177135
k_proj,1199,0,1,31887
rope,1199,0,1,187501
post_layernorm,1199,0,1,108462
gate_proj,1199,0,1,736
up_proj,1199,0,1,864
act_fn,1199,0,1,99967
final_layernorm,1199,0,1,108286
lm_head,1199,0,1,736
embedding,1200,0,1,42703
input_layernorm,1200,0,1,105119
q_proj,1200,0,1,172798
k_proj,1200,0,1,30977
rope,1200,0,1,178911
post_layernorm,1200,0,1,105664
gate_proj,1200,0,1,991
up_proj,1200,0,1,863
act_fn,1200,0,1,98751
final_layernorm,1200,0,1,105377
lm_head,1200,0,1,736
embedding,1201,0,1,42784
input_layernorm,1201,0,1,105550
q_proj,1201,0,1,172320
k_proj,1201,0,1,30494
rope,1201,0,1,178719
post_layernorm,1201,0,1,106623
gate_proj,1201,0,1,992
up_proj,1201,0,1,736
act_fn,1201,0,1,99695
final_layernorm,1201,0,1,106496
lm_head,1201,0,1,736
embedding,1202,0,1,42383
input_layernorm,1202,0,1,105518
q_proj,1202,0,1,174095
k_proj,1202,0,1,30208
rope,1202,0,1,179982
post_layernorm,1202,0,1,106223
gate_proj,1202,0,1,1008
up_proj,1202,0,1,992
act_fn,1202,0,1,100174
final_layernorm,1202,0,1,106590
lm_head,1202,0,1,736
embedding,1203,0,1,44624
input_layernorm,1203,0,1,108255
q_proj,1203,0,1,176701
k_proj,1203,0,1,31118
rope,1203,0,1,187119
post_layernorm,1203,0,1,108209
gate_proj,1203,0,1,1008
up_proj,1203,0,1,752
act_fn,1203,0,1,99999
final_layernorm,1203,0,1,108127
lm_head,1203,0,1,736
embedding,1204,0,1,45791
input_layernorm,1204,0,1,109711
q_proj,1204,0,1,180559
k_proj,1204,0,1,31790
rope,1204,0,1,192830
post_layernorm,1204,0,1,109808
gate_proj,1204,0,1,1024
up_proj,1204,0,1,736
act_fn,1204,0,1,100351
final_layernorm,1204,0,1,109695
lm_head,1204,0,1,736
embedding,1205,0,1,44704
input_layernorm,1205,0,1,108961
q_proj,1205,0,1,178000
k_proj,1205,0,1,31855
rope,1205,0,1,188542
post_layernorm,1205,0,1,109312
gate_proj,1205,0,1,1024
up_proj,1205,0,1,736
act_fn,1205,0,1,100399
final_layernorm,1205,0,1,108895
lm_head,1205,0,1,736
embedding,1206,0,1,44208
input_layernorm,1206,0,1,108976
q_proj,1206,0,1,177902
k_proj,1206,0,1,31392
rope,1206,0,1,188607
post_layernorm,1206,0,1,108303
gate_proj,1206,0,1,1024
up_proj,1206,0,1,991
act_fn,1206,0,1,100207
final_layernorm,1206,0,1,108254
lm_head,1206,0,1,736
embedding,1207,0,1,43696
input_layernorm,1207,0,1,107613
q_proj,1207,0,1,176078
k_proj,1207,0,1,31391
rope,1207,0,1,185103
post_layernorm,1207,0,1,108031
gate_proj,1207,0,1,992
up_proj,1207,0,1,848
act_fn,1207,0,1,100432
final_layernorm,1207,0,1,107967
lm_head,1207,0,1,736
embedding,1208,0,1,45423
input_layernorm,1208,0,1,110191
q_proj,1208,0,1,180319
k_proj,1208,0,1,31840
rope,1208,0,1,192159
post_layernorm,1208,0,1,110095
gate_proj,1208,0,1,1024
up_proj,1208,0,1,1007
act_fn,1208,0,1,100672
final_layernorm,1208,0,1,109872
lm_head,1208,0,1,736
embedding,1209,0,1,42192
input_layernorm,1209,0,1,105663
q_proj,1209,0,1,173376
k_proj,1209,0,1,30272
rope,1209,0,1,178767
post_layernorm,1209,0,1,106813
gate_proj,1209,0,1,864
up_proj,1209,0,1,736
act_fn,1209,0,1,100239
final_layernorm,1209,0,1,106367
lm_head,1209,0,1,736
embedding,1210,0,1,42512
input_layernorm,1210,0,1,105568
q_proj,1210,0,1,174271
k_proj,1210,0,1,30223
rope,1210,0,1,179678
post_layernorm,1210,0,1,107071
gate_proj,1210,0,1,1023
up_proj,1210,0,1,879
act_fn,1210,0,1,100287
final_layernorm,1210,0,1,106815
lm_head,1210,0,1,736
embedding,1211,0,1,44655
input_layernorm,1211,0,1,108015
q_proj,1211,0,1,177006
k_proj,1211,0,1,31055
rope,1211,0,1,185391
post_layernorm,1211,0,1,110255
gate_proj,1211,0,1,992
up_proj,1211,0,1,752
act_fn,1211,0,1,100687
final_layernorm,1211,0,1,109631
lm_head,1211,0,1,736
embedding,1212,0,1,44976
input_layernorm,1212,0,1,109151
q_proj,1212,0,1,178095
k_proj,1212,0,1,31328
rope,1212,0,1,189136
post_layernorm,1212,0,1,109488
gate_proj,1212,0,1,1008
up_proj,1212,0,1,1008
act_fn,1212,0,1,101230
final_layernorm,1212,0,1,109297
lm_head,1212,0,1,736
embedding,1213,0,1,43647
input_layernorm,1213,0,1,107822
q_proj,1213,0,1,176816
k_proj,1213,0,1,30912
rope,1213,0,1,183999
post_layernorm,1213,0,1,108576
gate_proj,1213,0,1,879
up_proj,1213,0,1,1023
act_fn,1213,0,1,100991
final_layernorm,1213,0,1,107791
lm_head,1213,0,1,736
embedding,1214,0,1,43152
input_layernorm,1214,0,1,105966
q_proj,1214,0,1,174175
k_proj,1214,0,1,30176
rope,1214,0,1,179406
post_layernorm,1214,0,1,106943
gate_proj,1214,0,1,1024
up_proj,1214,0,1,1055
act_fn,1214,0,1,100799
final_layernorm,1214,0,1,106671
lm_head,1214,0,1,736
embedding,1215,0,1,44671
input_layernorm,1215,0,1,108238
q_proj,1215,0,1,177838
k_proj,1215,0,1,31008
rope,1215,0,1,185951
post_layernorm,1215,0,1,108480
gate_proj,1215,0,1,896
up_proj,1215,0,1,896
act_fn,1215,0,1,101150
final_layernorm,1215,0,1,108688
lm_head,1215,0,1,736
embedding,1216,0,1,44495
input_layernorm,1216,0,1,107582
q_proj,1216,0,1,177391
k_proj,1216,0,1,31408
rope,1216,0,1,186318
post_layernorm,1216,0,1,107677
gate_proj,1216,0,1,1008
up_proj,1216,0,1,991
act_fn,1216,0,1,100015
final_layernorm,1216,0,1,107823
lm_head,1216,0,1,736
embedding,1217,0,1,45904
input_layernorm,1217,0,1,110175
q_proj,1217,0,1,181405
k_proj,1217,0,1,32206
rope,1217,0,1,191870
post_layernorm,1217,0,1,110287
gate_proj,1217,0,1,1152
up_proj,1217,0,1,736
act_fn,1217,0,1,101327
final_layernorm,1217,0,1,110255
lm_head,1217,0,1,736
embedding,1218,0,1,44879
input_layernorm,1218,0,1,109584
q_proj,1218,0,1,179038
k_proj,1218,0,1,31520
rope,1218,0,1,186974
post_layernorm,1218,0,1,109535
gate_proj,1218,0,1,991
up_proj,1218,0,1,736
act_fn,1218,0,1,101295
final_layernorm,1218,0,1,109312
lm_head,1218,0,1,736
embedding,1219,0,1,45039
input_layernorm,1219,0,1,110078
q_proj,1219,0,1,181167
k_proj,1219,0,1,31886
rope,1219,0,1,189375
post_layernorm,1219,0,1,110109
gate_proj,1219,0,1,1072
up_proj,1219,0,1,864
act_fn,1219,0,1,101519
final_layernorm,1219,0,1,111022
lm_head,1219,0,1,736
embedding,1220,0,1,44559
input_layernorm,1220,0,1,109040
q_proj,1220,0,1,179326
k_proj,1220,0,1,31824
rope,1220,0,1,188334
post_layernorm,1220,0,1,108961
gate_proj,1220,0,1,1024
up_proj,1220,0,1,736
act_fn,1220,0,1,101199
final_layernorm,1220,0,1,108832
lm_head,1220,0,1,736
embedding,1221,0,1,45072
input_layernorm,1221,0,1,110590
q_proj,1221,0,1,181246
k_proj,1221,0,1,32125
rope,1221,0,1,190494
post_layernorm,1221,0,1,110592
gate_proj,1221,0,1,992
up_proj,1221,0,1,736
act_fn,1221,0,1,101567
final_layernorm,1221,0,1,110079
lm_head,1221,0,1,736
embedding,1222,0,1,43280
input_layernorm,1222,0,1,107121
q_proj,1222,0,1,177824
k_proj,1222,0,1,31152
rope,1222,0,1,181440
post_layernorm,1222,0,1,108111
gate_proj,1222,0,1,1024
up_proj,1222,0,1,864
act_fn,1222,0,1,101647
final_layernorm,1222,0,1,107903
lm_head,1222,0,1,736
embedding,1223,0,1,43872
input_layernorm,1223,0,1,108384
q_proj,1223,0,1,178543
k_proj,1223,0,1,31535
rope,1223,0,1,184688
post_layernorm,1223,0,1,108896
gate_proj,1223,0,1,992
up_proj,1223,0,1,992
act_fn,1223,0,1,101583
final_layernorm,1223,0,1,108878
lm_head,1223,0,1,736
embedding,1224,0,1,45487
input_layernorm,1224,0,1,110927
q_proj,1224,0,1,182607
k_proj,1224,0,1,32287
rope,1224,0,1,192526
post_layernorm,1224,0,1,110511
gate_proj,1224,0,1,1072
up_proj,1224,0,1,879
act_fn,1224,0,1,101727
final_layernorm,1224,0,1,110221
lm_head,1224,0,1,736
embedding,1225,0,1,43008
input_layernorm,1225,0,1,106721
q_proj,1225,0,1,176302
k_proj,1225,0,1,30703
rope,1225,0,1,180625
post_layernorm,1225,0,1,107695
gate_proj,1225,0,1,1008
up_proj,1225,0,1,768
act_fn,1225,0,1,100479
final_layernorm,1225,0,1,107550
lm_head,1225,0,1,736
embedding,1226,0,1,45248
input_layernorm,1226,0,1,110543
q_proj,1226,0,1,182126
k_proj,1226,0,1,32048
rope,1226,0,1,191645
post_layernorm,1226,0,1,110831
gate_proj,1226,0,1,991
up_proj,1226,0,1,736
act_fn,1226,0,1,100959
final_layernorm,1226,0,1,109903
lm_head,1226,0,1,736
embedding,1227,0,1,43152
input_layernorm,1227,0,1,107503
q_proj,1227,0,1,177407
k_proj,1227,0,1,31009
rope,1227,0,1,181616
post_layernorm,1227,0,1,108319
gate_proj,1227,0,1,1040
up_proj,1227,0,1,736
act_fn,1227,0,1,100880
final_layernorm,1227,0,1,107920
lm_head,1227,0,1,736
embedding,1228,0,1,43440
input_layernorm,1228,0,1,107727
q_proj,1228,0,1,177950
k_proj,1228,0,1,31055
rope,1228,0,1,181550
post_layernorm,1228,0,1,109264
gate_proj,1228,0,1,992
up_proj,1228,0,1,736
act_fn,1228,0,1,100959
final_layernorm,1228,0,1,108430
lm_head,1228,0,1,736
embedding,1229,0,1,45984
input_layernorm,1229,0,1,111583
q_proj,1229,0,1,183615
k_proj,1229,0,1,32448
rope,1229,0,1,193840
post_layernorm,1229,0,1,111856
gate_proj,1229,0,1,1056
up_proj,1229,0,1,848
act_fn,1229,0,1,101039
final_layernorm,1229,0,1,111840
lm_head,1229,0,1,736
embedding,1230,0,1,44255
input_layernorm,1230,0,1,108736
q_proj,1230,0,1,180078
k_proj,1230,0,1,31792
rope,1230,0,1,186128
post_layernorm,1230,0,1,109743
gate_proj,1230,0,1,976
up_proj,1230,0,1,736
act_fn,1230,0,1,100943
